question,gt,options,answer
"Please jusitfy the sentiment of the following sentence:
Rubin says he expects Capman to announce 1-2 additional transactions in 2009 .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The company is listed on the Nordic Exchange in Helsinki .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Russian export duties will activate harvesting in Finland , and sales in Russia will increase also .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Elcoteq has a global network of After Market Service sites which have a long experience in serving Consumer Electronics and Systems Solutions customers .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Union and company officials did not return calls yesterday .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
The figure includes the change in the fair value of the property portfolio , EUR 26.2 million .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The value of the firm 's forestry holdings increased by SEK 3.6 bn .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
When completed , the 120-meter Watchtower will be the highest building in Ireland .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The contract covers the supply of temporary heating equipment for LKAB 's new pellet plant in Kiruna , in northern Sweden .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
In 2010 , Sanoma Magazines expects net sales to be at the 2009 level .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Sales of mid-strength beer decreased by 40 % .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007 .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Exel 's board of directors will propose a dividend of 0.2 euro $ 0.3 per share for 2006 at the annual general meeting on April 19 , 2007 .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911 .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
The total delivery volume of paper businesses in 2010 was 1,155,000 tonnes , up from 1,132,000 tonnes in 2009 .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
The Line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Before Kemira 's installation NordAlu was producing 3,500 tons of liquid and solid aluminum waste per year .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The value of the contract is about EUR 27mn .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Net interest income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Why not give your bedroom a cool makeover for summer .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Finnish IT consultancy Satama Interactive Oyj posted a net profit of 1.4 mln euro $ 2.0 mln for the first nine months of 2007 , compared to a net loss of 462,000 euro $ 664,000 for the same period of 2006 .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
To see a slide show of all the newest product releases from Fiskars .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Finnish media group Talentum has issued a profit warning .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Cost savings will then rise to some 20 mln eur a year from 2007 , OKO said .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Finnish IT solutions provider Affecto Oyj HEL : AFE1V said today its slipped to a net loss of EUR 115,000 USD 152,000 in the second quarter of 2010 from a profit of EUR 845,000 in the corresponding period a year earlier .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
The customers will have an access to integrated propeller and gear packages from one source .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Finnish fibers and plastic products maker Suominen Corporation said its net loss narrowed to 1.6 mln euro $ 2.0 mln in the first nine months of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005 .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
BM4 middle layer headbox will be equipped with a dilution control system .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Before FKI , John Jiang has worked in several general manager or senior business consultant positions for international companies in China .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Passenger volumes rose by 8.4 % in the accounting period .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Sales in Latin America increased by 42 % to EUR 432mn , and a total of 8.7 mn mobile devices were sold in the area , representing an increase of 32 % from the corresponding period in 2009 .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
The company operates power plants in the Tyumen and Chelyabinsk regions and in the Khanty-Mansi Autonomous District .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix .",neutral,"[""negative"", ""neutral"", ""positive""]",B
